cve_ent,municipality,population,total_cases,case_rate,total_cases_last_60_days,case_rate_last_60_days,total_deaths,death_rate,total_deaths_last_60_days,death_rate_last_60_days
16002,Aguililla,15307,16,104.52734043248186,1,6.5329587770301165,6,39.197752662180704,0,0.0
25001,Ahome,480654,8459,1759.893811348704,2628,546.7550462494851,1265,263.1830797205474,151,31.4155296741523
21006,Ahuacatlan,16753,16,95.5052826359458,3,17.90724049423984,6,35.81448098847968,1,5.969080164746613
18002,Ahuacatlan,17226,130,754.6731684662719,37,214.79159410193893,30,174.15534656913968,1,5.805178218971323
12002,Ahuacuotzingo,27366,176,643.133815683695,3,10.962508221881167,7,25.579185851056057,0,0.0
24001,Ahualulco,19020,215,1130.3890641430075,10,52.576235541535226,18,94.63722397476342,0,0.0
14003,Ahualulco de Mercado,24796,180,725.9235360542023,15,60.493628004516864,53,213.74415228262623,0,0.0
21007,Ahuatlan,3428,11,320.88681446907816,1,29.171528588098013,4,116.68611435239205,0,0.0
21008,Ahuazotepec,12082,28,231.7497103128621,2,16.553550736633007,5,41.38387684158252,0,0.0
21009,Ahuehuetitla,1893,9,475.43581616481777,1,52.826201796090864,4,211.30480718436345,0,0.0
8001,Ahumada,12953,94,725.7006098973211,0,0.0,19,146.68416583030958,0,0.0
13005,Ajacuba,19882,270,1358.0122724072025,59,296.75082989638867,41,206.2166784025752,1,5.029675082989638
21010,Ajalpan,70090,118,168.35497217862746,8,11.413896418889998,47,67.05664146097874,1,1.4267370523612497
12003,Ajuchitlan del Progreso,38895,258,663.3243347473968,18,46.27844195912071,46,118.26712945108626,1,2.571024553284484
31003,Akil,11877,91,766.1867474951587,14,117.87488423002442,18,151.55342258145996,1,8.419634587858887
30160,Alamo Temapache,110365,292,264.57663208444706,47,42.585964753318535,81,73.39283287274046,6,5.436506138721515
26003,Alamos,27922,431,1543.585703029869,142,508.5595587708617,28,100.27934961678963,5,17.907026717283863
24002,Alaquines,8682,21,241.87975120939876,6,69.1085003455425,4,46.072333563695,0,0.0
21011,Albino Zertuche,1907,13,681.6990036706869,0,0.0,2,104.8767697954903,0,0.0
12004,Alcozauca de Guerrero,20112,80,397.7724741447892,18,89.49880668257757,9,44.74940334128878,1,4.972155926809865
28002,Aldama,30886,458,1482.8724988668005,173,560.1243281745775,19,61.51654471281487,5,16.188564398109175
7113,Aldama,7152,4,55.92841163310962,0,0.0,0,0.0,0,0.0
8002,Aldama,26197,261,996.2972859487728,13,49.62400274840631,18,68.7101576516395,0,0.0
13006,Alfajayucan,22078,134,606.93903433282,45,203.82281003714104,22,99.64670712926896,1,4.529395778603134
21012,Aljojuca,6920,21,303.46820809248555,0,0.0,3,43.35260115606936,0,0.0
5003,Allende,24705,753,3047.9659987856708,32,129.5284355393645,42,170.0060716454159,0,0.0
19004,Allende,38297,1647,4300.5979580646,380,992.2448233543097,54,141.00321173982297,4,10.444682351097997
8003,Allende,9453,163,1724.3203215910291,12,126.94382735639479,13,137.52247963609435,0,0.0
13007,Almoloya,13135,167,1271.4122573277502,24,182.71792919680243,11,83.74571754853444,2,15.226494099733536
15004,Almoloya de Alquisiras,15645,86,549.6963886225632,10,63.91818472355385,7,44.742729306487696,0,0.0
15005,Almoloya de Juarez,188124,1049,557.6109374667773,64,34.020114392634646,197,104.71816461482851,3,1.594692862154749
15006,Almoloya del Rio,12169,155,1273.7283260744514,11,90.39362314076753,35,287.6160736297149,1,8.217602103706138
30008,Alpatlahuac,10563,10,94.67007478935909,2,18.934014957871817,0,0.0,0,0.0
12005,Alpoyeca,6959,50,718.494036499497,16,229.91809167983908,10,143.6988072998994,0,0.0
28003,Altamira,255602,5672,2219.0749681144903,1208,472.6097604870072,311,121.67353933067817,28,10.954530872215397
7004,Altamirano,35982,44,122.28336390417431,3,8.33750208437552,4,11.116669445834027,0,0.0
26004,Altar,10309,129,1251.3337860122224,13,126.10340479192938,8,77.60209525657193,1,9.700261907071491
21013,Altepexi,22578,56,248.0290548321375,0,0.0,26,115.15634688634955,0,0.0
