cve_ent,municipality,pct_pop_obesity,pct_pop_hypertension,pct_pop_diabetes
7080,Siltepec,27.297948021238348,15.259006967818571,6.014905340711081
7081,Simojovel,25.508614300837472,9.851997775209288,5.846409896585342
7082,Sitalá,23.103972133036528,9.709963706727159,6.784661411230825
7083,Socoltenango,32.16820878073867,16.268299026713894,9.848619877052778
7084,Solosuchiapa,32.36027972613543,15.709827981679956,7.525376067458533
7085,Soyaló,35.82295548781572,16.365033781882207,8.54640680218112
7086,Suchiapa,36.97783290483779,18.46848510169743,7.229348809733569
7087,Suchiate,30.704072611412585,14.886380704373392,9.315332245254877
7088,Sunuapa,27.409406398129498,17.171453781751772,7.425486007159733
7089,Tapachula,32.75088467652236,18.77519144983055,8.764758700221991
7090,Tapalapa,19.64364475684661,17.314841077246022,7.471110649752554
7091,Tapilula,32.49632844064288,16.731348519483266,9.964382479342914
7092,Tecpatán,26.660660220975313,16.421013462484456,7.730141937727045
7093,Tenejapa,18.775294746234113,11.54112958759874,6.394847871699739
7094,Teopisca,29.124122403903552,13.384480299320543,7.607380221326775
7096,Tila,24.24982836219668,13.651073642909155,6.5862871478613485
7097,Tonalá,25.640659167572554,21.082241539975858,9.417532493589421
7098,Totolapa,28.13403638953214,9.91876373560009,8.362759852460163
7099,La Trinitaria,28.216694135057292,17.302762566116662,9.1107178447768
7100,Tumbalá,17.551486354201433,14.27465392669009,7.110544724947111
7101,Tuxtla Gutiérrez,33.84585582558448,23.173397744780402,8.501496697838192
7102,Tuxtla Chico,27.939935859072545,17.467340998519397,7.982185470119159
7103,Tuzantán,28.0105547316146,14.368728937141693,7.782549209041626
7104,Tzimol,31.275858388329713,18.34014459948885,10.162206540323798
7105,Unión Juárez,31.319121498565288,17.04969219339275,8.255045149454656
7106,Venustiano Carranza,31.839370985512993,16.005432050288395,9.215188223239487
7107,Villa Corzo,31.800284286149967,15.999290614857207,8.958101187214712
7108,Villaflores,32.76287636947902,17.149955825055695,9.459674566524882
7109,Yajalón,26.809362406302746,13.679871399274981,7.316640074047676
7110,San Lucas,29.36277394509413,11.973142185938922,8.87991678291006
7111,Zinacantán,18.943883146710302,11.504545034397998,8.228234235282025
7112,San Juan Cancuc,21.117965453379618,10.070300865974868,5.293373418140614
7113,Aldama,18.65487496308947,10.977564644356404,4.867087256770825
7114,Benemérito de las Américas,34.94421815915255,13.498325626780327,6.489709690198733
7115,Maravilla Tenejapa,28.6530117861875,12.675670368194552,6.896200571592742
7116,Marqués de Comillas,27.28478018365542,14.216654389495906,6.856141387219944
7117,Montecristo de Guerrero,33.65671226420075,13.5567351368114,6.915002760634358
7118,San Andrés Duraznal,19.4437427655832,11.733223953622044,5.828522357290992
7119,Santiago el Pinar,27.290161578016882,14.112633239326586,4.916777144202971
8001,Ahumada,45.16829965020837,20.659782472570118,10.04262578392224
8002,Aldama,40.868955019490585,23.739889603648866,9.461470086077396
8003,Allende,41.65318448948927,28.39696589364439,11.055248531928322
8004,Aquiles Serdán,57.112306074779696,18.06731106181324,6.797502338522056
8005,Ascensión,47.36827935591813,20.81106445496863,9.817450044668728
8006,Bachíniva,45.536884699187326,28.73801449071042,11.937525781779314
8007,Balleza,37.88959918140335,20.856719678845234,8.836053654091634
8008,Batopilas de Manuel Gómez Morín,30.289487264060234,15.253107988445413,8.712931432912262
8009,Bocoyna,33.92342454882226,19.415998800603035,9.824473701107872
8010,Buenaventura,24.337591456612234,26.815214059381077,25.144152499881745
8011,Camargo,38.83925949604195,24.064221793299712,9.964038061900547
8012,Carichí,27.47893638916068,29.03286561223959,25.162844621396914
8013,Casas Grandes,44.38820428258633,24.904447443349312,9.770637612221808
8014,Coronado,45.107428259874894,28.97879341208239,11.115844986287568
8015,Coyame del Sotol,57.529136809957,27.276502925701347,11.485614855452464
8016,La Cruz,44.09641957580236,27.254492477393253,9.331276139854426
8017,Cuauhtémoc,35.955207533904634,20.88247441925454,10.58037431975319
8018,Cusihuiriachi,47.50933196101034,27.53208698857314,11.971533428954151
8019,Chihuahua,39.31922027058564,25.194694737471927,8.679077413232015
8020,Chínipas,41.636168711655195,20.156722401821508,8.631996816073523
8021,Delicias,41.57287307824674,23.233301590379533,10.731269576887739
8022,Dr. Belisario Domínguez,40.56148337927147,35.363337164445994,13.856223767059346
8023,Galeana,42.6180692377483,19.189751360185674,7.80775880984093
8024,Santa Isabel,22.440758043773577,30.15325398388311,24.83177087371169
8025,Gómez Farías,39.039114313302434,25.990655037937678,10.880267980438106
8026,Gran Morelos,42.1807058980198,32.682080899162834,12.726763857930438
8027,Guachochi,31.641146075332653,18.444951021487043,9.994298769920924
8028,Guadalupe,40.53567358578054,25.23621454070225,9.731286520910198
8029,Guadalupe y Calvo,35.02675979063411,17.02642552494728,7.845185245656422
8030,Guazapares,39.87347874515833,21.701835687827696,8.920432660484389
8031,Guerrero,43.13879562118264,25.981814182884943,10.592152011685476
8032,Hidalgo del Parral,38.000144967724985,25.942603509312338,10.278298996774774
8033,Huejotitán,43.23364841009049,30.32185207233501,11.616382168081003
8034,Ignacio Zaragoza,43.9364412481391,27.787086931923124,11.715998743365423
8035,Janos,48.29522107224345,22.872061771356606,9.036878558776724
8036,Jiménez,40.629740871799726,27.41642409928626,8.972448945354596
8037,Juárez,42.43169155280492,23.229753679747848,9.629060735898758
8038,Julimes,47.10417610274879,25.383510957859457,10.416593947181576
8039,López,46.117322372717,27.729928829505212,10.158929299326033
8040,Madera,42.58456152028761,36.41723544031579,10.40944163814545
8041,Maguarichi,43.716685329792696,16.866309820184362,9.664685462780993
8042,Manuel Benavides,40.986143636688205,27.044427263111796,11.874421196799998
8043,Matachí,42.038344197423484,29.955873870990047,11.045703203787532
8044,Matamoros,41.42982795933028,26.851800406751106,9.93700363172552
8045,Meoqui,42.04867785261497,24.314376087318113,9.39375407308795
8046,Morelos,30.771902223432175,18.773300442143324,8.24366185352058
8047,Moris,41.44975330381528,22.52800286944224,9.675044803263678
8048,Namiquipa,46.139573547686624,28.26747429492334,11.423640539981896
8049,Nonoava,47.64537541404174,25.582633842264904,10.553470054692818
8050,Nuevo Casas Grandes,41.470514757059156,14.696780065586807,9.179457104686657
8051,Ocampo,46.92834506713696,17.266842053465087,8.308276202294838
8052,Ojinaga,46.382579811139756,19.757266799471818,10.86754386087274
8053,Praxedis G. Guerrero,42.39745031984318,24.389145356978606,10.301740612782234
8054,Riva Palacio,47.94022167113114,23.772970307977456,10.499461644586578
8055,Rosales,44.55212844357676,24.514904902563956,9.986318531267017
8056,Rosario,42.70762942841312,29.719726482020775,12.31263046045447
8057,San Francisco de Borja,46.84257723514955,32.051238446585465,12.719486221821997
8058,San Francisco de Conchos,44.971546782210744,29.658097052746133,10.580826913794706
8059,San Francisco del Oro,41.22761523504286,25.86884434816919,9.952330190485661
8060,Santa Bárbara,41.99546560758008,25.092944046024833,9.776291052644936
8061,Satevó,45.42146546937207,31.991592673881986,12.821733448337802
8062,Saucillo,45.7899836585938,24.679816014471843,2.779109966048507
8063,Temósachic,28.318792613751615,29.9298283576257,25.291027146789432
8064,El Tule,44.152964603750945,29.89904286046346,11.438604317238106
8065,Urique,24.7958275119182,26.803347054990486,24.3806989537488
8066,Uruachi,35.7326480461198,20.411231838379358,9.709687495599347
8067,Valle de Zaragoza,41.88812740066114,28.651465070021573,11.557116702464983
9002,Azcapotzalco,35.33850804009982,18.822549096873797,13.660206959033092
9003,Coyoacán,33.271438226656585,21.73636438375469,11.442995007531426
9004,Cuajimalpa de Morelos,34.70390817441387,18.34218119653502,9.129620508275016
9005,Gustavo A. Madero,35.74582259263309,20.628230559219002,13.528523752203375
9006,Iztacalco,34.17138105586105,22.14222863876413,13.084036950871877
9007,Iztapalapa,35.70035136903216,19.613425809462523,12.757870653934555
9008,La Magdalena Contreras,34.091048511518025,18.381435897880174,10.866992452754127
9009,Milpa Alta,36.19569521176529,16.61901052837334,11.494849449637517
9010,Álvaro Obregón,35.40349377792871,17.18840484686893,11.778893366571463
9011,Tláhuac,34.28437729125814,17.044243995564546,10.932184991917621
9012,Tlalpan,36.12445259808664,20.32783197396809,10.145234711258125
9013,Xochimilco,37.545443184230315,18.147143427835985,10.687399870185487
9014,Benito Juárez,33.97012992797942,23.065657244989623,14.10888405357832
9015,Cuauhtémoc,37.11080466380139,19.862280165057964,14.87604996300071
9016,Miguel Hidalgo,44.040562438096025,21.30080295678821,13.34649474532955
9017,Venustiano Carranza,35.69732406464273,20.854528834977614,12.714817604106555
10001,Canatlán,40.942458111895355,25.442995474231356,10.923545344113055
10002,Canelas,35.24671877205724,16.66005027316979,10.097657855281001
10003,Coneto de Comonfort,37.94847457964023,21.286903091389238,10.024306806458995
10004,Cuencamé,41.96907933321683,22.87528202472278,11.74995115040052
10005,Durango,34.240282239597065,20.334472012083214,10.100384347090914
10006,General Simón Bolívar,37.8570203846177,19.82099385505116,12.778914567025701
10007,Gómez Palacio,43.63528707333704,21.29429159764596,13.641559610620732
10008,Guadalupe Victoria,37.95434160091335,21.249860346979514,11.150318008545149
10009,Guanaceví,43.069759973378886,18.859819439416814,12.631070412322417
10010,Hidalgo,41.00241192930431,25.609401877403283,12.159179702823403
10011,Indé,41.761572823589844,24.91368935904886,13.068819288302606
10012,Lerdo,46.49130958951991,22.04588334750095,11.544190190763345
10013,Mapimí,41.479588665615026,18.215831013525204,10.62611080363452
10014,Mezquital,22.653320376031918,12.546632753472608,7.548635588785
10015,Nazas,41.00179525479387,23.23672900551232,12.669641786757893
10016,Nombre de Dios,37.972221216157756,22.719531437548248,11.84246243092097
10017,Ocampo,40.9094626256929,27.58150221747209,13.460443263985951
10018,El Oro,40.97919411249619,26.63947627475644,15.172158344433997
10019,Otáez,36.891552104258636,16.23545837288174,8.592643876389841
10020,Pánuco de Coronado,37.19602299951237,23.27202588074766,13.202669137961871
10021,Peñón Blanco,39.84790574277616,23.307808775550125,12.459940379516668
10022,Poanas,36.16240406972429,23.666340169805977,11.855752847732258
10023,Pueblo Nuevo,37.17434077450782,15.693313123486856,8.105745087912606
10024,Rodeo,38.02431478741959,22.282749391999328,11.382294103691661
10025,San Bernardo,42.90061052818538,25.469461076107308,14.257759727589619
10026,San Dimas,38.14990245304717,17.068240970162215,9.156516115489687
10027,San Juan de Guadalupe,31.835293805466392,22.981153289057037,10.900084787614245
10028,San Juan del Río,42.4956852223502,22.04254538907587,12.677040997559292
10029,San Luis del Cordero,40.9036562363978,23.174894788494893,11.43448673939269
10030,San Pedro del Gallo,36.254087011056086,23.321514632215223,11.761507102297692
10031,Santa Clara,37.37030264173974,23.509588788777563,11.003701992201451
10032,Santiago Papasquiaro,38.78919152365079,19.871681193243717,11.003100801150941
10033,Súchil,31.249365318125875,22.84165811051031,11.114305338878486
10034,Tamazula,43.152371705151396,14.969025342890031,8.759693099056461
10035,Tepehuanes,34.440928669350725,22.237873396444716,11.59633465059788
10036,Tlahualilo,40.715915738625576,21.76761623368633,10.561750642748068
10037,Topia,36.953918381219474,16.09699710252144,10.393182015957684
10038,Vicente Guerrero,38.19819719602725,21.580537929263095,9.78010860285158
10039,Nuevo Ideal,40.33764509158674,20.685375246363662,10.244488231122874
11001,Abasolo,25.16306090930077,17.463422030266514,9.02175146766021
11002,Acámbaro,30.635481106457163,23.00280617137605,11.780280757118593
11003,San Miguel de Allende,24.23677735166742,17.336287820118223,8.268559095709161
11004,Apaseo el Alto,30.692977522149395,17.747722193906696,9.686672555396155
11005,Apaseo el Grande,29.319367661071126,18.74121786446886,8.499569716192523
11006,Atarjea,17.803848973260312,21.60049000552989,9.255529299654947
11007,Celaya,29.762927870862633,19.499147734475162,10.081589677566685
11008,Manuel Doblado,26.51954703329112,18.849929114901936,10.410591672278999
11009,Comonfort,27.394970986446275,10.345780024466665,8.639990718295806
11010,Coroneo,25.873336603214746,20.76332037340052,10.254371906248407
11011,Cortazar,31.24629150454285,18.79343751441803,10.92813997266056
11012,Cuerámaro,27.444420530056803,19.12761409149919,10.805970076937948
11013,Doctor Mora,26.60432360334064,17.11923672174702,8.23758959932689
11014,Dolores Hidalgo Cuna de la Independencia Nacional,26.566576611516624,18.204771367753143,9.165278982743652
11015,Guanajuato,31.603613286793635,19.63006578895442,9.065306410594408
11016,Huanímaro,25.416504451128123,20.15896033262652,11.184697802998434
11017,Irapuato,31.690159138573513,18.106984491923058,9.619778506738873
11018,Jaral del Progreso,28.501336827586325,19.518606364362743,10.36725127868896
11019,Jerécuaro,24.067074268291186,19.937803722251584,11.266660963325041
11020,León,32.4459875632762,17.64187134997662,9.174960350216809
11021,Moroleón,27.887656317998122,22.02387975861569,12.607151419376242
11022,Ocampo,28.209956079671354,19.01303968710606,8.944562716106276
11023,Pénjamo,26.877384132414928,17.154323960945263,10.565934676490963
11024,Pueblo Nuevo,26.649532948129952,20.11231013716943,12.42835369409047
11025,Purísima del Rincón,36.91794443180697,13.926579422298637,9.04626124583378
11026,Romita,27.634678779358012,19.083173184471324,8.535481115911637
11027,Salamanca,24.074118143984897,17.168336132018368,10.031735560817967
11028,Salvatierra,27.34892790839693,21.40401128597871,12.600544544765746
11029,San Diego de la Unión,22.32267356707596,18.39964031444651,9.742568210905654
11030,San Felipe,27.861809156234475,17.864464236933586,8.421528169836197
11031,San Francisco del Rincón,31.557604325529127,14.472208242913236,9.886340647934583
11032,San José Iturbide,33.70429313243635,22.335883079806507,8.26639017727346
11033,San Luis de la Paz,25.82008009912822,17.5537342880433,9.277509868942227
11034,Santa Catarina,21.82808390612438,21.269325804910284,8.274244936071746
11035,Santa Cruz de Juventino Rosas,28.5773826563135,17.854346297111068,9.622539850142822
11036,Santiago Maravatío,23.13710899164668,23.68699080745759,11.732426301752977
11037,Silao de la Victoria,21.746031236227417,17.701545666686446,9.812487675951255
11038,Tarandacuao,27.510642521445046,21.288029063550162,11.333113295187198
11039,Tarimoro,27.786578339408084,20.906593225689015,11.978539159476496
11040,Tierra Blanca,23.448354236867456,17.196180413525614,8.448935207360803
11041,Uriangato,29.548633450666763,19.714112461857262,11.616368218573292
11042,Valle de Santiago,24.186455309689602,8.144881419935789,9.639307827273672
11043,Victoria,18.306828257703597,20.550260371625672,8.60318990687228
11044,Villagrán,31.83880242938043,17.817755861713096,9.689704772046928
11045,Xichú,14.515506469337836,20.209334343714517,9.417958500413478
11046,Yuriria,26.761704317249475,19.600596336245438,10.735034466703503
12001,Acapulco de Juárez,40.018502025843325,18.65277652330446,12.242613465231384
12002,Ahuacuotzingo,22.62617517334649,15.153750605355947,10.30106290448581
12003,Ajuchitlán del Progreso,28.67480765952945,18.718431131677164,17.791797499520314
12004,Alcozauca de Guerrero,15.790357711106775,16.227060557330937,8.708076440875002
12005,Alpoyeca,26.399373951724474,19.34995561263199,10.169204148682809
12006,Apaxtla,29.56758223061613,21.23033172894994,11.925506335228388
12007,Arcelia,32.84361542865595,19.53927289343032,11.38071418462525
12008,Atenango del Río,28.86589514961102,19.2104620415281,12.273914863255074
12009,Atlamajalcingo del Monte,14.503974536447211,15.580060680972329,8.303095322260882
12010,Atlixtac,18.140205769387137,13.505517276161639,8.839505390975244
12011,Atoyac de Álvarez,34.182938257651415,20.011459850170187,11.154717026590566
12012,Ayutla de los Libres,29.947437347840577,9.538149009343025,8.69541864056488
12013,Azoyú,30.02071486847177,18.640084730980405,10.54170333082916
12014,Benito Juárez,37.55235016348566,22.14072109993225,12.743412741795028
12015,Buenavista de Cuéllar,33.62078922049707,23.11163427499324,11.39735088078058
12016,Coahuayutla de José María Izazaga,34.555454039024205,17.007366402065802,11.167320094240804
12017,Cocula,33.8862750235,22.850004874332967,12.223514723574542
12018,Copala,35.6428349120444,19.146087357209755,10.757004559190532
12019,Copalillo,24.924256718090163,14.172261454526865,11.960810322908452
12020,Copanatoyac,22.41226482889151,13.592857186359142,9.31605676469014
12021,Coyuca de Benítez,40.09568386787753,20.889168641239944,11.16740639665254
12022,Coyuca de Catalán,34.85313623063618,20.780863543583326,13.09052201229356
12023,Cuajinicuilapa,37.00921397002447,19.39501195828927,10.13436558764064
12024,Cualác,21.482826360676793,17.305241183083343,10.401982812551056
12025,Cuautepec,31.86803202754624,16.330150507608817,9.504108491979784
12026,Cuetzala del Progreso,26.06426463253868,22.024095991346428,13.775098075360052
12027,Cutzamala de Pinzón,30.618804731815892,22.045911527619673,13.414627159840833
12028,Chilapa de Álvarez,29.317429884475725,14.87346376062628,10.245090237546034
12029,Chilpancingo de los Bravo,39.66474765996811,17.72235467344735,10.442694415577561
12030,Florencio Villarreal,35.178199285265,17.742396884975353,9.3714867178322
12031,General Canuto A. Neri,21.95991842869975,22.85502446480325,10.486220208457132
12032,General Heliodoro Castillo,32.05480978273532,12.339168081229221,7.613659396272296
12033,Huamuxtitlán,26.633388619485054,19.34091489269213,11.782904520049719
12034,Huitzuco de los Figueroa,32.08156588253779,23.254408240345505,13.970962251637848
